Word,Language,Example
périgourdine,FRA,"Ce soir, Lauriane passe devant le plan de travail : salade périgourdine av magret, gésiers, foie gras, sans noix (y en a plus)"
périgée,FRA,"Ce changement de périgée indique que les moteurs de la sonde sont en marche, d’après le commandement stratégique américain."
péronnelle,FRA,Vivifiante réponse d’une petite vieille à une jeune péronnelle
péronnelle,FRA,J'en fus très mortifiée et en conçus des pensées meurtrières à l'égard de cette péronnelle.
péronnelle,FRA,"RT : Tu es une péronnelle inculte, sans conscience, tu fais pitié car en plus cela ne t'empêchera pas de dormir. ..."
pétais,FRA,"ahah, ils sont ptet allés fouiller direct su Twitter, voir si je pétais les plombs ou non."
pétaradantes,FRA,"Les gens s’y déplacent avec des vieilles mobylettes toutes rouillées et « pétaradantes », des camionnettes (pas toujours récentes) pour les travaux extérieurs, j’ai vu aussi à trois reprises, le cheval ou l’Âne tiré la famille au complet, installée sur la charrette."
pétaradantes,FRA,"Marcelle, son truc de justicier en plastique et casque de moto, c’est juste de baver ses petites laborieuses phrases paradantes et pétaradantes d’indigné mirifique pour manifester urbi et orbi l’acuité de ses griffes de tigre de papier… Beuark !"
pétaradantes,FRA,"Et on se souviendra de nos débuts, depuis les bureaux somptueux du 50ème étage du building de la powwowcompany dans la vallée du silicium, en tirant une bouffée sur mon Cohiba Siglo VI qui fera des volutes bleutées (j'ai déjà choisi la couleur, avec les papiers peints de mon bureau aussi), entouré de mes dix secrétaires blondes et lascives, on se souviendra donc quand j'avais commencé le blog le jour de mes dix-sept ans, en 1977, dans le garage de papa-maman, sur mon vieil ordinateur Atari à cassettes, quand j'avais des boutons plein la gueule, des lunettes à la con et un appareil dentaire, accessoires qui m'interdisaient toute relation sérieuse avec les filles de mon âge, qui ont toujours préféré les blousons noirs qui sèment la terreur sur leur motocyclettes pétaradantes."
péteur,FRA,Un péteur d'église?
péteur,FRA,revenons à présent au français et à ce dilemme liminaire qui opposait le péteur au péteux.
péteur,FRA,JB peut revenir à son énigme sur le péteur ou le péteux d'église.
péteur,FRA,Un joyeux drille en train de poser sur chaque chaise de l'abbaye un bon vieux coussin péteur.
péteur,FRA,"Et c'est sur ce ""gros péteur d'Église"" que JB aimerait quitter ses petits amis."
péteur,FRA,"En rappelant à leur bon souvenir un autre ""gros péteur"", mais celui-ci pas ""d'église"" mais de cinéma porno."
péteur,FRA,coussin péteur dans l'open-space : j'ai rarement vu mes compagnons de travail aussi jouasses...
péteur,FRA,Genre coussin péteur ou boule puante
péteuse,FRA,"La littérature péteuse de La Fayette et de l'autre guignol, là..."
péteuse,FRA,Je pense que mérite le titre de péteuse prétentieuse comparaison!
pétiole,FRA,Les cerisiers portent tous des glandes sur le pétiole.
pétiole,FRA,"Il y a que peu de veines latérales divisées (""fourchues"") chez l'orme d'Amérique et elles se retrouvent surtout dans la partie inférieure près du pétiole."
pétiole,FRA,"Je les assemble, une à une à l'aide de leur pétiole et fabrique une sorte de serpent d'eau."
pétochard,FRA,Insidious : pétochard et grand-guignolesque à la fois.
pétomane,FRA,"Bouffon grossier à l'esprit pétomane et roteur, Coluche disposait dans les poches de son habit rayé d'une arme de séduction massive, une drôlerie parfois limite mais sans limite."
pétomane,FRA,Les pétomane humour de 1826 cest pas 15 ans de retard qu'à la france c'est plus d'un un siècle!
pétrissent,FRA,"Mais existent et créent, même en pétrissent une pâte tirée d’un lointain passé."
pétrissent,FRA,La scène où les mains pétrissent un peu de pain continue d'insister dans ma mémoire.
pétroleuse,FRA,"Ni pétroleuse dans son engagement pour la cause des femmes, ni « poignée dans le coin » sur la selle de son engin, l'ancienne costumière de thé ? tre et modiste, lectrice de Simone de Beauvoir et admiratrice d'Eve Ensler (la dramaturge américaine, auteure des « Dialogues du vagin »), est une militante de la rencontre et de l'écoute."
pétulant,FRA,"Et qu’apprend-on de ce pétulant “présumé coupable” qui ne regrette rien, ou presque ?"
pétulant,FRA,"Je me demande si je préfère son esprit pétillant ou son corps pétulant, si ça se trouve, ils sont indissociables"
pétunia,FRA,"Le livre présente les doudous dans des liberty essentiellement, j’avais envie d’un rendu plus conventionnel, le liberty (mitsi pétunia) est juste présent pour l’écharpe."
pétéchies,FRA,"Des pétéchies, petites taches cutanées rouge-violacé, dues à une infiltration du sang sous la peau"
pêchait,FRA,"Tandis qu'elle pêchait jusqu'alors environ 2 000 tonnes, l'Islande a brusquement relevé son quota à 130 000 tonnes en 2010 dans le sillage de la crise qui a ruiné son important système bancaire et qui a remis en lumière le rôle essentiel de la pêche."
pêchait,FRA,"A l’époque, on pêchait au lancer, mais ici on pêche plutôt au toc, c’est-à-dire que l’on promène l’hameçon au ras de l’eau."
pêchait,FRA,"Au stand poissonnerie monsieur pêchait un thon, au milieu des étals de fruits et légumes monsieur déclarait sa flamme à madame un bouquet de concombre et carotte à la main, au rayon spiritueux les bouchons de champagne sautaient et les coupes se partageaient avec le chaland pantois."
pêchait,FRA,"En février, un plongeur qui pêchait des ormeaux avait été tué par deux requins, supposés être des grands requins blancs, dans le sud de l'Australie."
pêchait,FRA,"Son enfance, sa mère, son père, l'immigration aux USA, la construction d'une maison à Perkins Cove, il y a 40 ans - parce qu'on y pêchait le homard -, un vrai moulin que je ne pouvais plus arrêter!"
pêchait,FRA,"On nous a dit deux choses : tout d'abord, on pêchait l'achigan avec un ver de terre sur un hameçon avec un petit plomb fendu plus bas sur la ligne (technique qui ressemble au montage drop shot)."
pêchait,FRA,"Il pêchait, disait-on, par ethnocentrisme et accréditait l’idée d’une évolution dont la société occidentale s’affirmait l’aboutissement."
pêchait,FRA,Elle ne pêchait que par le froid avec lequel elle gâchait nos vagabondages..
pêchait,FRA,Fut un temps où la morue se pêchait en bateau.
pêchait,FRA,L'homme qui pêchait des lambis dans le hall de l'hôtel :s donnez moi ma chambre par pitie
pûmes,FRA,Nous pûmes alors manger et nous remplir le bide en n’oubliant pas de conserver de la nourriture pour le soir et les deux jours à venir tout au plus.
pûmes,FRA,"A la fin de la journée, enfin, nous pûmes nous installer devant Capital."
pûmes,FRA,"Elle finit par se calmer et nous pûmes donc dormir quelques heures, non sans quelques réveils intempestifs, témoignages de sa vivacité."
quadrichromie,FRA,"Même dans le flou pointillé d’une quadrichromie un peu lourde, il est là, tout entier."
quadrichromie,FRA,"J'en termine un ces jours-ci, qui sera imprimé en septembre, un recueil de bons points modernes et pornos à découper, qui paraîtra pour les fêtes, et je bosse sur mon gros livre tampographique, qui fait 256 pages, en quadrichromie, et qui sortira en janvier."
qualifiable,FRA,"Nord-Béarn potentiellement qualifiable avant cette rencontre face à Bardos, s'incline 33-9 et finit à la 7ème place."
qualifiable,FRA,"Je ne vais pas me constituer partie civile, a-t-elle déclaré, justifiant sa décision par le fait que le parquet avait ""reconnu son statut de victime"" en considérant jeudi que DSK avait admis avoir tenté de l'embrasser, ce qui pouvait, selon le parquet, ""être qualifiable d'agression sexuelle""."
qualifiable,FRA,"Le procureur a en effet considéré que DSK avait reconnu avoir tenté d'embrasser la romancière, un comportement ""qualifiable d'agression sexuelle"" et non de tentative de viol."
qualifiable,FRA,"En classant sans suite la plainte pour tentative de viol déposée en juillet par la romancière, le parquet avait considéré jeudi que DSK avait reconnu avoir tenté de l'embrasser, ce qui pouvait ""être qualifiable d'agression sexuelle"", un délit prescrit."
qualifiable,FRA,"Le parquet a considéré que ce baiser, que DSK a reconnu avoir voulu donner, pouvait ""être qualifiable d'agression sexuelle"", a expliqué une source judiciaire."
qualifiable,FRA,C'était la première erreur parce qu'on pourrait maintenant conclure que seuls les enseignants travaillent vraiment à l'établissement d'une culture qualifié (qualifiable ?) de scientifique.
qualifiable,FRA,"En attendant la sortie de son prochain ouvrage, Roberte nous livre une citation de Boris Cyrulnik qui définit parfaitement bien ,d’après elle, son vécu: ” A la fin de son existence, une personne sur deux aura connu un événement qualifiable de traumatisant, une personne sur dix restera mortifiée, prisonnière de la blessure."
quatrain,FRA,"Ferenc Farkas (1905-2000) : Quatrain (in ""Quatre quatrains avec 4 cordes"")"
quatrain,FRA,Chaque quatrain s’articule
quatrain,FRA,"CharlElie à des paroles, pas un simple quatrain répété à l'envie... et l'album s'installe petit à petit dans la caboche."
quatrain,FRA,Répètent un quatrain fait par les quatre vents.(Victor Hugo 1802-1885)
quatrain,FRA,"Cette édition comprend l'épitaphe du tombeau de Michel Nostradamus, la Préface de Michel Nostradamus à ses prophéties dédiée à son fils César (datée de Salon, le 1er Mars 1555), la Lettre à Henry II (datée de Salon, le 27 Juin 1558), les Centuries I à V complètes, les 99 premiers quatrains de la Centurie VI plus un quatrain latin ""Legis cantio contra ineptio criticos, les 42 premiers quatrains de la Centurie VII, les Centuries VIII à X complètes"" (Chomarat)."
quatrain,FRA,Heureux qui comme Ulysse a fait un beau voyage... et la réponse est dans la fin du quatrain ;-)
quatre-vingt-onze,FRA,"Sur quatre-vingt-onze banques passées au crible, soixante-huit échoueraient à ces nouveaux tests, faisant apparaître un besoin de fonds propres supplémentaires de 298 milliards d'euros."
quatre-vingt-onze,FRA,quatre-vingt-onze printemps :
quatre-vingt-onze,FRA,trois cent quatre-vingt-onze ; tout pour aujourd’hui.
quatre-vingt-quatorze,FRA,"Le vingt-six novembre mil huit cent quatre-vingt-quatorze, nous, prêtre, missionnaire soussigné, avons béni la sépulture de Jean Chiasson, navigateur de Québec, noyé accidentellement à la Baie Trinité, le onze du courant et inhûmé le vingt-trois du même mois, dans le cimetière des Islets Caribou en présence d'Ambroise Bilodeau, qui n'a pu signer."
quatre-vingt-quinze,FRA,"Vu le contexte, j’ai envie de participer à l’élan démocratique », justifie ce jeune créateur d’entreprise, du haut de son mètre quatre-vingt-quinze."
quatre-vingt-quinze,FRA,Tout est réglé à quatre-vingt-quinze pour cent.
quatre-vingt-quinze,FRA,"On sait qu'Oriol, voyant la guerre perdue, avait laissé sa femme à Barcelone et que, cherchant à quitter l'Espagne, il avait erré de-ci de-là avec son frère jusqu'au moment où, sa blessure le faisant de plus en plus souffrir, il avait accepté d'être interné dans ce baraquement où il récupérait avec quatre-vingt-quinze autres soldats républicains, prostrés sur des lits semblables au sien, ou à même le sol, affligés de blessures et d'infirmités diverses, certains amputés d'un membre, manchots, boiteux, borgnes, désastreux bataillon de soldats grièvement blessés et moribonds."
quatre-vingt-treize,FRA,Six cent quatre-vingt-treize colis de Noël ont été distribués aux anciens.
querelleuse,FRA,"On pourrait trouver qu'elle est têtue et querelleuse, mais c'est surtout une femme de caractère."
question-réponse,FRA,"Lors de la séance de question-réponse concoctée par la Voix, il est apparu que, quoi qu'il en dise, Simon est plus que jamais accro, qu'il est jaloux ô possible de Geoffrey, que ce dernier n'est pas insensible aux charmes de Juliette mais ne court pas après, et enfin que la minette au coeur du triangle amoureux pourrait craquer pour l'un, pour l'autre, voire pour les deux."
